a_std,b_std,c_std,region,a,b,c,cluster
-0.24372950492526316,0.9384513442070807,-0.30826942426766346,Afghanistan,1000,0.19,44.45077452448852,3
-0.24709753523106548,0.7965391897172294,-1.3195427287258055,Albania,500,0.18,21.636147880605876,3
-0.24372950492526316,-0.1968458917117291,-0.6902534126970857,Andorra,1000,0.11,35.833102089609,3
-0.24979195947570731,-0.7644945096711339,-0.4915312824337219,Angola,100,0.07,40.316332476339056,3
-0.24979195947570731,-0.7644945096711339,-0.016110433197528713,Antigua and Barbuda,100,0.07,51.04196829231972,3
-0.24372950492526316,1.6480121166563366,-1.007501240679477,Armenia,1000,0.24,28.67589669607876,3
-0.24979195947570731,-0.33875804620158023,-1.3593421499932394,Bahamas,100,0.1,20.73826109485152,3
-0.24979195947570731,-0.05493373722187795,-1.432317590428491,Barbados,100,0.12,19.091913445444074,3
-0.24979195947570731,-0.33875804620158023,-0.586043496657975,Belize,100,0.1,38.18410880217775,3
-0.24979195947570731,-0.48067020069143157,-0.6608928485733637,Benin,100,0.09,36.495485152212844,3
-0.24979195947570731,-0.9064066641609853,1.5523838350976267,Bhutan,100,0.06,86.42766567646841,3
-0.24372950492526316,0.0869784172679734,-0.5917950810310291,Bolivia,1000,0.13,38.05435134738927,3
-0.24979195947570731,-0.48067020069143157,-0.6778095792550843,Botswana,100,0.09,36.11383867461165,3
-0.24709753523106548,-1.3321431276305389,0.6854991413880982,Brunei,500,0.03,66.87048905261135,3
-0.24372950492526316,-0.05493373722187795,-1.068332680677178,Bulgaria,1000,0.12,27.303521309880928,3
-0.24709753523106548,1.2222756531867829,-1.367041700516582,Burkina Faso,500,0.21,20.564556944112667,3
-0.24372950492526316,0.0869784172679734,-0.5474555185613011,Burma,1000,0.13,39.0546650695457,3
-0.24979195947570731,-1.0483188186508363,1.060024738416343,Burundi,100,0.05,75.3198979583028,3
-0.24979195947570731,2.925221507064998,-1.2637924778665581,Cabo Verde,100,0.33,22.893890127977908,3
-0.24979195947570731,5.337728133392468,0.05686440882528039,Cambodia,100,0.5,52.688302441364414,3
-0.24372950492526316,2.0737485801258906,-1.8217664301873808,Cameroon,1000,0.27,10.305831743472165,3
-0.24979195947570731,-0.9064066641609853,0.6694791457220849,Central African Republic,100,0.06,66.50907318377998,3
-0.24979195947570731,-0.05493373722187795,-0.9079144013512072,Chad,100,0.12,30.9226054224959,3
-0.24709753523106548,0.0869784172679734,-0.43241834769508897,Congo (Brazzaville),500,0.13,41.649937872566476,3
-0.24709753523106548,-0.1968458917117291,-0.789804057183239,Congo (Kinshasa),500,0.11,33.58720992959946,3
-0.24372950492526316,-0.33875804620158023,-0.7997593539700091,Costa Rica,1000,0.1,33.362615471980604,3
-0.24372950492526316,0.512714880737527,-0.922030980172988,Cote d'Ivoire,1000,0.16,30.604131204015033,3
-0.24372950492526316,1.3641878076766343,-1.0759225672938073,Cuba,1000,0.22,27.13229120950704,3
-0.24372950492526316,0.0869784172679734,-0.9663331554924531,Cyprus,1000,0.13,29.604660947092746,3
-0.24372950492526316,-0.9064066641609853,-2.278575718882073,Diamond Princess,1000,0.06,7.827101076568368e-5,3
-0.24372950492526316,3.2090458160447004,-1.0337764897688473,Djibouti,1000,0.35000000000000003,28.083119258657725,3
-0.24979195947570731,-1.3321431276305389,1.0393282773114247,Dominica,100,0.03,74.85297963772936,3
-0.24709753523106548,-0.05493373722187795,-1.0570199589060902,El Salvador,500,0.12,27.55873967903563,3
-0.24979195947570731,-0.7644945096711339,-1.0000729995331785,Eritrea,100,0.07,28.843480026545823,3
-0.24709753523106548,-0.9064066641609853,1.6223480717132521,Eswatini,500,0.06,88.00607967174838,3
-0.24709753523106548,-0.48067020069143157,-0.03612252832656093,Ethiopia,500,0.09,50.59048947178923,3
-0.24979195947570731,-1.0483188186508363,0.11401316414100814,Fiji,100,0.05,53.97759536538711,3
-0.24709753523106548,0.0869784172679734,-0.2681825291281426,Gabon,500,0.13,45.355146806332435,3
-0.24979195947570731,-0.9064066641609853,0.43297645928856643,Gambia,100,0.06,61.1735022085854,3
-0.24372950492526316,-0.48067020069143157,0.26101451891607014,Georgia,1000,0.09,57.29398966804794,3
-0.24979195947570731,-1.3321431276305389,1.3584801655745362,Grenada,100,0.03,82.05314119772872,3
-0.24372950492526316,-0.1968458917117291,-0.2575145623234712,Guatemala,1000,0.11,45.59581931160372,3
-0.24372950492526316,0.7965391897172294,-0.713332879986269,Guinea,1000,0.18,35.31242244047641,3
-0.24979195947570731,-0.1968458917117291,-1.2118643588950497,Guinea-Bissau,100,0.11,24.06540394272147,3
-0.24979195947570731,-0.05493373722187795,-0.8213611848282508,Guyana,100,0.12,32.87527174038753,3
-0.24979195947570731,-0.48067020069143157,-1.1580751568536733,Haiti,100,0.09,25.278904345269833,3
-0.24979195947570731,-1.0483188186508363,1.5781661076688338,Holy See,100,0.05,87.00932141695894,3
-0.24709753523106548,0.9384513442070807,-1.1875077083380845,Honduras,500,0.19,24.61489722638965,3
-0.24709753523106548,0.0869784172679734,-1.0304731325553336,Jordan,500,0.13,28.157643980278923,3
-0.24709753523106548,-0.1968458917117291,-0.7723862072991863,Kenya,500,0.11,33.98016180550879,3
-0.24372950492526316,0.0869784172679734,-0.9575170642855724,Kyrgyzstan,1000,0.13,29.803554587868888,3
-0.24979195947570731,-1.0483188186508363,-0.006121387417696176,Laos,100,0.05,51.26732413726378,3
-0.24372950492526316,-0.1968458917117291,-0.7309921713450511,Latvia,1000,0.11,34.91402357305844,3
-0.24372950492526316,-0.48067020069143157,-0.3346365126584047,Lebanon,1000,0.09,43.8559251651026,3
-0.24979195947570731,1.789924271146188,-1.0668515624987156,Liberia,100,0.25,27.33693577668048,3
-0.24979195947570731,0.0869784172679734,-1.2011730120723205,Libya,100,0.13,24.306603908156653,3
-0.24979195947570731,0.0869784172679734,-1.2409613201839391,Liechtenstein,100,0.13,23.408967838504108,3
-0.24372950492526316,1.9318364256360392,-0.9112441545573405,Lithuania,1000,0.26,30.84748519942731,3
-0.24979195947570731,2.3575728891055925,-2.0142924322001177,Madagascar,100,0.29,5.9623878536786705,3
-0.24979195947570731,-0.48067020069143157,-0.8104830600250942,Malawi,100,0.09,33.12068547263527,3
-0.24709753523106548,-1.0483188186508363,1.7107265083157317,Maldives,500,0.05,89.99992349771193,3
-0.24372950492526316,0.0869784172679734,-0.7524098209482296,Mali,1000,0.13,34.43083502538107,3
-0.24709753523106548,0.0869784172679734,-1.012029037352935,Malta,500,0.13,28.57374825592023,3
-0.24979195947570731,2.215660734615742,-1.562844069235466,Martinique,100,0.28,16.14719724657495,3
-0.24979195947570731,-1.0483188186508363,1.357040597207182,Mauritania,100,0.05,82.02066410703054,3
-0.24709753523106548,-0.05493373722187795,-1.333340882799874,Mauritius,500,0.12,21.324857419177825,3
-0.24979195947570731,0.7965391897172294,-0.9322759315743369,Monaco,100,0.18,30.373002052107147,3
-0.24709753523106548,-0.9064066641609853,1.4612457912915684,Mongolia,500,0.06,84.37156429089573,3
-0.24709753523106548,-0.1968458917117291,-1.1749171759914003,Montenegro,500,0.11,24.898943382330888,3
-0.24372950492526316,-0.6225823551812827,0.6264076757739971,Mozambique,1000,0.08,65.53736800622131,3
-0.24979195947570731,-1.1902309731406875,1.0129370751284283,MS Zaandam,100,0.04,74.25758626401532,3
-0.24979195947570731,-1.1902309731406875,0.9333743592375875,Namibia,100,0.04,72.46262772034501,3
-0.24979195947570731,0.3708027262476757,1.710727297287195,Nepal,100,0.15,89.9999412971429,3
-0.24372950492526316,4.202430897473659,-0.962062955797165,New Zealand,1000,0.42,29.700997922778086,3
-0.24979195947570731,-1.0483188186508363,0.734948174971749,Nicaragua,100,0.05,67.9860739633752,3
-0.24372950492526316,0.6546270352273784,-1.431417905335231,Niger,1000,0.17,19.112210608841252,3
-0.24372950492526316,-0.05493373722187795,-0.12214537535444044,Nigeria,1000,0.12,48.649788447513224,3
-0.24709753523106548,-0.48067020069143157,-0.277915078082245,Paraguay,500,0.09,45.13557760609518,3
-0.24709753523106548,-0.9064066641609853,-0.13105053314701046,Rwanda,500,0.06,48.448885438062966,3
-0.24979195947570731,-1.0483188186508363,0.321382372732689,Saint Kitts and Nevis,100,0.05,58.655906412064645,3
-0.24979195947570731,-1.0483188186508363,0.6386820892570566,Saint Lucia,100,0.05,65.81428242654084,3
-0.24979195947570731,-0.6225823551812827,0.28512359083576394,Saint Vincent and the Grenadines,100,0.08,57.837897503994476,3
-0.24709753523106548,-0.48067020069143157,-0.7677546671994556,San Marino,500,0.09,34.084650728231956,3
-0.24979195947570731,-1.1902309731406875,1.5985854538734257,Sao Tome and Principe,100,0.04,87.46998794292796,3
-0.24709753523106548,-0.33875804620158023,-0.6145254656161097,Senegal,500,0.1,37.54154710792767,3
-0.24979195947570731,-1.1902309731406875,1.296299971022064,Seychelles,100,0.04,80.65033750746542,3
-0.24979195947570731,-1.0483188186508363,1.0609745708640321,South Sudan,100,0.05,75.3413264609368,3
-0.24709753523106548,-0.6225823551812827,1.2175726336734498,Sri Lanka,500,0.08,78.87422535226715,3
-0.24979195947570731,-1.1902309731406875,1.4208439308970309,Suriname,100,0.04,83.46008629918356,3
-0.24979195947570731,-0.48067020069143157,-0.9578902186873086,Syria,100,0.09,29.795136113536973,3
-0.24709753523106548,-0.33875804620158023,0.6568479619108039,Taiwan*,500,0.1,66.22410991870196,3
-0.24979195947570731,1.5060999621664857,-0.9083843724786674,Timor-Leste,100,0.23,30.9120027340247,3
-0.24979195947570731,0.3708027262476757,-0.9713993914416327,Togo,100,0.15,29.49036515666616,3
-0.24979195947570731,2.7833093525751464,-1.8473309673629388,Trinidad and Tobago,100,0.32,9.72908817829269,3
-0.24372950492526316,0.3708027262476757,-0.8875508317317425,Tunisia,1000,0.15,31.38201361210863,3
-0.24979195947570731,-0.9064066641609853,-1.5820813163832628,Uganda,100,0.06,15.713199227050204,3
-0.24709753523106548,1.080363498696932,-1.6692548842495591,Uruguay,500,0.2,13.746537598272836,3
-0.24709753523106548,-0.9064066641609853,-0.6332865756652339,Venezuela,500,0.06,37.1182908830193,3
-0.24709753523106548,-0.7644945096711339,1.1591009463380004,Vietnam,500,0.07,77.55508668825297,3
-0.24372950492526316,-0.6225823551812827,-1.0695999307168251,West Bank and Gaza,1000,0.08,27.2749317719276,3
-0.24979195947570731,-1.1902309731406875,1.3065950358235292,Western Sahara,100,0.04,80.88259723259073,3
-0.24979195947570731,-0.9064066641609853,1.37618386261878,Yemen,100,0.06,82.45254187062322,3
-0.24979195947570731,-0.6225823551812827,-1.0881078262219064,Zambia,100,0.08,26.85738814247456,3
-0.24372950492526316,-0.7644945096711339,1.1345054465221969,Zimbabwe,1000,0.07,77.00020489423794,3
0.018976858927316174,0.6546270352273784,0.43257116696359915,Belgium,40000,0.17,61.164358693143036,2
0.15369807115940815,0.3708027262476757,-0.09480008379725967,Brazil,60000,0.15,49.26670636138961,2
0.018976858927316174,0.512714880737527,0.977522370380009,Canada,40000,0.16,73.45861998756303,2
0.28841928339150014,1.2222756531867829,-1.4748885451971079,China,80000,0.21,18.131500039258082,2
0.08633746504336216,-0.05493373722187795,1.664336214588894,Equatorial Guinea,50000,0.12,88.9533446682184,2
0.827304132319868,0.9384513442070807,0.8512944610183433,France,160000,0.19,70.61088079438089,2
0.759943526203822,0.512714880737527,0.5880453418714563,Germany,150000,0.16,64.67190233901141,2
-0.048383747188729814,-0.33875804620158023,0.835742447359561,Ghana,30000,0.1,70.2600227388765,2
-0.048383747188729814,0.512714880737527,1.1831249609049836,India,30000,0.16,78.0970756050143,2
0.3557798895075461,-0.05493373722187795,-0.4528555403669825,Iran,90000,0.12,41.18886872498507,2
-0.048383747188729814,-0.05493373722187795,-0.08969120622194118,Ireland,30000,0.12,49.38196415958952,2
0.9620253445519599,0.0869784172679734,0.26163066102756555,Italy,180000,0.13,57.30789001741084,2
0.018976858927316174,0.0869784172679734,-0.5048459337102004,Netherlands,40000,0.13,40.015949981886564,2
-0.048383747188729814,-0.33875804620158023,0.6070922375741111,Qatar,30000,0.1,65.10160597329639,2
1.1641071629000979,0.512714880737527,1.6075456889756792,Russia,210000,0.16,87.67213351287243,2
3.8585314075419377,-0.33875804620158023,1.706758637514334,Saudi Arabia,610000,0.1,89.91040715182801,2
6.485595046067731,0.7965391897172294,1.093879342877211,Sierra Leone,1000000,0.18,76.08366790807408,2
0.08633746504336216,1.6480121166563366,0.268108567372972,Somalia,50000,0.24,57.45403351200618,2
1.0967465567840518,0.6546270352273784,0.3802157288397873,Spain,200000,0.17,59.98320443117853,2
6.485595046067731,0.7965391897172294,1.7018427494605355,Sudan,1000000,0.18,89.79950325465589,2
-0.048383747188729814,0.3708027262476757,-0.7748285479217799,Switzerland,30000,0.15,33.92506187436652,2
6.485595046067731,1.080363498696932,1.1273310592434054,Tanzania,1000000,0.2,76.83834858255378,2
0.49050110173963807,0.7965391897172294,-0.8763868562029087,Turkey,110000,0.18,31.633876221779968,2
0.759943526203822,0.512714880737527,0.834167342398088,United Kingdom,150000,0.16,70.22448790228731,2
5.475185954327041,0.6546270352273784,-0.33528697018986975,US,850000,0.17,43.84125064965494,2
-0.18310495942082178,-0.48067020069143157,0.5562373404434091,Algeria,10000,0.09,63.95430436260896,1
-0.18310495942082178,-0.6225823551812827,0.2602670120612447,Argentina,10000,0.08,57.277125690989116,1
-0.18310495942082178,-0.33875804620158023,0.8548545302938332,Australia,10000,0.1,70.69119701650264,1
-0.1157443533047758,-0.1968458917117291,-0.593286468585375,Austria,20000,0.11,38.02070520041423,1
-0.18310495942082178,-0.48067020069143157,0.706606556641318,Azerbaijan,10000,0.09,67.3466786210462,1
-0.1157443533047758,-0.7644945096711339,1.5830984476584318,Bahrain,20000,0.07,87.12059647469782,1
-0.18310495942082178,1.5060999621664857,-0.2095118263754968,Bangladesh,10000,0.23,46.67877531737382,1
-0.18310495942082178,1.080363498696932,-0.06777299069745292,Belarus,10000,0.2,49.87644562339054,1
-0.18310495942082178,-0.7644945096711339,0.8702358346091053,Bosnia and Herzegovina,10000,0.07,71.0382038184244,1
-0.18310495942082178,0.7965391897172294,-0.7726666116338056,Chile,10000,0.18,33.973835800287986,1
-0.18310495942082178,-0.33875804620158023,-0.152979365354766,Colombia,10000,0.1,47.95416445872854,1
-0.18310495942082178,-0.7644945096711339,0.9214926286696045,Croatia,10000,0.07,72.19457234342889,1
-0.18310495942082178,-0.48067020069143157,-1.6512804567416481,Czechia,10000,0.09,14.152046030981095,1
-0.18310495942082178,-0.1968458917117291,-0.5017768784790277,Denmark,10000,0.11,40.08518878107169,1
-0.18310495942082178,-0.1968458917117291,-0.05781607648982259,Dominican Republic,10000,0.11,50.10107657050525,1
-0.18310495942082178,0.7965391897172294,-0.6291767583390178,Ecuador,10000,0.18,37.211009584738044,1
-0.18310495942082178,-0.48067020069143157,0.9722050746116181,Egypt,10000,0.09,73.33866021291443,1
-0.18310495942082178,-0.9064066641609853,1.1637984139942181,Estonia,10000,0.06,77.66106295626663,1
-0.18310495942082178,-0.6225823551812827,1.521390361221617,Finland,10000,0.08,85.7284436839953,1
-0.18310495942082178,-0.9064066641609853,0.7972501823811595,Greece,10000,0.06,69.39162578793535,1
-0.18310495942082178,-0.48067020069143157,0.42263575947066684,Hungary,10000,0.09,60.94021294391104,1
-0.18310495942082178,-1.0483188186508363,1.1561345313421763,Iceland,10000,0.05,77.48816348331698,1
-0.18310495942082178,0.0869784172679734,-0.3609974035996248,Indonesia,10000,0.13,43.261215622021865,1
-0.18310495942082178,-0.9064066641609853,1.3176017072224457,Iraq,10000,0.06,81.1309110142867,1
-0.1157443533047758,-0.1968458917117291,-0.10394139854953682,Israel,20000,0.11,49.06047558066197,1
-0.18310495942082178,-0.48067020069143157,1.4415837623053642,Jamaica,10000,0.09,83.92798306670649,1
-0.1157443533047758,-0.05493373722187795,1.5771165222145016,Japan,20000,0.12,86.98564245681446,1
-0.18310495942082178,-0.33875804620158023,0.0383708492074197,Kazakhstan,10000,0.1,52.27108223379258,1
-0.18310495942082178,0.9384513442070807,-0.40124122117645605,"Korea, South",10000,0.19,42.353303123301366,1
-0.18310495942082178,-0.48067020069143157,0.2075597502584432,Kosovo,10000,0.09,56.08803418214462,1
-0.18310495942082178,-0.48067020069143157,0.8727145594318725,Kuwait,10000,0.09,71.09412458794839,1
-0.18310495942082178,-0.7644945096711339,0.11672198605843542,Luxembourg,10000,0.07,54.03870719382995,1
-0.18310495942082178,-0.6225823551812827,1.2690456081673531,Malaysia,10000,0.08,80.03547097217178,1
-0.1157443533047758,0.0869784172679734,0.14031772887567218,Mexico,20000,0.13,54.57103417248858,1
-0.18310495942082178,-0.33875804620158023,0.04165366487053539,Moldova,10000,0.1,52.34514353192485,1
-0.18310495942082178,-0.33875804620158023,0.25133729306207575,Morocco,10000,0.1,57.07566857341002,1
-0.18310495942082178,-0.6225823551812827,1.134107002349266,North Macedonia,10000,0.08,76.99121587514313,1
-0.18310495942082178,-0.48067020069143157,-0.5951504708537899,Norway,10000,0.09,37.97865275462162,1
-0.18310495942082178,-0.1968458917117291,0.9279618043770397,Oman,10000,0.11,72.34051887223387,1
-0.18310495942082178,0.22889057175782473,-0.3119782477048113,Pakistan,10000,0.14,44.3671023642193,1
-0.18310495942082178,-0.33875804620158023,-0.4255112850931107,Panama,10000,0.1,41.80576326000167,1
-0.18310495942082178,-0.05493373722187795,1.523914869424612,Papua New Guinea,10000,0.12,85.78539734019965,1
-0.1157443533047758,1.5060999621664857,-0.5616690361637046,Peru,20000,0.23,38.73400388333072,1
-0.18310495942082178,-0.1968458917117291,1.0121238082518074,Philippines,10000,0.11,74.23923872129848,1
-0.18310495942082178,0.6546270352273784,-0.7547452827715967,Poland,10000,0.17,34.37814631175018,1
-0.1157443533047758,0.9384513442070807,-0.8427407517906741,Portugal,20000,0.19,32.39294234841675,1
-0.18310495942082178,0.512714880737527,-0.4037783164209332,Romania,10000,0.16,42.29606549969601,1
-0.18310495942082178,0.3708027262476757,-0.49429369726029815,Serbia,10000,0.15,40.254011575919726,1
-0.18310495942082178,0.7965391897172294,1.4701168750892084,Singapore,10000,0.18,84.57169858088196,1
-0.18310495942082178,-0.7644945096711339,0.9501588839603845,Slovakia,10000,0.07,72.84129159217619,1
-0.18310495942082178,-1.0483188186508363,1.2248895777301838,Slovenia,10000,0.05,79.03929778727819,1
-0.18310495942082178,-0.7644945096711339,0.20542224438760265,South Africa,10000,0.07,56.03981141370274,1
-0.1157443533047758,-0.1968458917117291,0.8700355063785025,Sweden,20000,0.11,71.03368435393614,1
-0.18310495942082178,-0.33875804620158023,1.710726429915937,Thailand,10000,0.1,89.99992172898924,1
-0.18310495942082178,0.3708027262476757,-0.23146322768170596,Ukraine,10000,0.15,46.18354517246305,1
-0.18310495942082178,0.6546270352273784,1.097990940401585,United Arab Emirates,10000,0.17,76.17642677159294,1
-0.18310495942082178,-0.05493373722187795,-0.13811470483416635,Uzbekistan,10000,0.12,48.289515622919765,1
